75,0.1,RAG,SLIC,avg_color centroid,,,,,0.5892322643343052,0.5892322643343052,0.3081851344919139,0.5584845664990887,0.5892322643343052,0.239317988474316,0.5892322643343052,0.5892322643343052,0.23838767646778444,0.5536796182717757,1.5349593712959761,896.9323785305023,
75,0.1,RAG,SLIC,avg_color std_deviation_color centroid,,,,,0.6167930029154519,0.6167930029154519,0.35149951645950284,0.5851002926401612,0.6167930029154519,0.2879613353640522,0.6167930029154519,0.6167930029154519,0.29080156192381634,0.5855731031509597,1.4271332079981582,882.4358244895935,
75,0.1,RAG,SLIC,avg_color std_deviation_color centroid num_pixels,,,,,0.47517978620019435,0.47517978620019435,0.15998280860317757,0.3743710807752016,0.47517978620019435,0.13656230730978386,0.47517978620019435,0.47517978620019435,0.1317800791177944,0.4010149194316419,2.131535196893009,880.3493550300598,
75,0.1,RAG,SLIC,avg_color std_deviation_color centroid std_deviation_centroid,,,,,0.6335471331389699,0.6335471331389699,0.3892685440204784,0.6175407768701809,0.6335471331389699,0.3146819977005034,0.6335471331389699,0.6335471331389699,0.3198109987360942,0.6094897505544966,1.38365743174965,879.750598526001,
75,0.1,RAG,SLIC,avg_color std_deviation_color centroid std_deviation_centroid avg_color_hsv,,,,,0.6427210884353742,0.6427210884353742,0.4103964687978248,0.6266694732729081,0.6427210884353742,0.3322394298069617,0.6427210884353742,0.6427210884353742,0.3405518190390039,0.6212821661116672,1.3579497128357123,886.6373240947723,
75,0.1,RAG,SLIC,avg_color std_deviation_color centroid std_deviation_centroid avg_color_hsv std_deviation_color_hsv,,,,,0.6465306122448979,0.6465306122448979,0.39124041249448427,0.6270314508004802,0.6465306122448979,0.3357597411931306,0.6465306122448979,0.6465306122448979,0.3394996725756848,0.6254480332905513,1.329290144973331,874.6718782424927,
10,0.1,RAG,SLIC,avg_color std_deviation_color centroid std_deviation_centroid,,,,,0.580019436345967,0.580019436345967,0.26392479600384167,0.5396850728345903,0.580019436345967,0.22848293965972433,0.580019436345967,0.580019436345967,0.22687312529236658,0.5472853705658307,1.6088822701830925,838.1560054302215,
20,0.1,RAG,SLIC,avg_color std_deviation_color centroid std_deviation_centroid,,,,,0.593974732750243,0.593974732750243,0.29745058047351913,0.5590647789445049,0.593974732750243,0.2502962320523519,0.593974732750243,0.593974732750243,0.2511660799377883,0.5623462898643847,1.5575164627145839,850.5038640975952,
50,0.1,RAG,SLIC,avg_color std_deviation_color centroid std_deviation_centroid,,,,,0.618581146744412,0.618581146744412,0.3658152473628732,0.5975383275538689,0.618581146744412,0.28835928517214304,0.618581146744412,0.618581146744412,0.29412682229393045,0.5906918482156085,1.4393260659994902,860.7998860359191,
100,0.1,RAG,SLIC,avg_color std_deviation_color centroid std_deviation_centroid,,,,,0.6322643343051506,0.6322643343051506,0.3839343943657162,0.6138146214670728,0.6322643343051506,0.3156639767094916,0.6322643343051506,0.6322643343051506,0.31812076581122983,0.6082744912136386,1.3950907084676953,895.0458999156951,
400,0.1,RAG,SLIC,avg_color std_deviation_color centroid std_deviation_centroid,390.93924198250727,29.16428053116737,1742.6114674441205,189.33174135478586,0.6533722060252672,0.6533722060252672,0.4317146053844739,0.6448840401211575,0.6533722060252672,0.3407769338090375,0.6533722060252672,0.6533722060252672,0.34617243706622913,0.6326962187530053,1.3031030541584816,1033.9033951759338,3091.4992876052856
400,0.1,RAG,SLIC,avg_color std_deviation_color centroid std_deviation_centroid,390.93924198250727,29.16428053116737,1742.6114674441205,189.33174135478586,0.659125364431487,0.659125364431487,0.4240546921543363,0.6449572316119543,0.659125364431487,0.353583944185427,0.659125364431487,0.659125364431487,0.35811904373075076,0.6385528294692089,1.279274390509099,1034.3410237312316,
400,0.1,RAG,SLIC,avg_color std_deviation_color centroid std_deviation_centroid,390.93924198250727,29.16428053116737,1742.6114674441205,189.33174135478586,0.6586588921282799,0.6586588921282799,0.4186272656237014,0.6488885117538628,0.6586588921282799,0.3565270521030296,0.6586588921282799,0.6586588921282799,0.3577056156308631,0.6397224782850184,1.2809844661642003,1034.2187904834748,
200,0.1,RAG,SLIC0,avg_color std_deviation_color centroid std_deviation_centroid,202.721749271137,9.509212516986299,1105.134693877551,56.91816309420086,0.6440816326530612,0.6440816326530612,0.408027326221842,0.6318377405088996,0.6440816326530612,0.3271000646471018,0.6440816326530612,0.6440816326530612,0.33002225150073483,0.6197517563223187,1.334934902485506,943.249341917038,
75,0.1,1NNSpatial,SLIC0,avg_color std_deviation_color centroid std_deviation_centroid,76.36730806608358,4.653307155802422,152.73461613216716,9.306614311604845,0.6387172011661807,0.6387172011661807,0.3999850555755853,0.6263028436160682,0.6387172011661807,0.3216175271289035,0.6387172011661807,0.6387172011661807,0.3283744981840402,0.6167910812130727,1.3832353678750402,865.3669821262359,
75,0.1,2NNSpatial,SLIC0,avg_color std_deviation_color centroid std_deviation_centroid,76.36730806608358,4.653307155802422,305.4692322643343,18.61322862320969,0.6405053449951409,0.6405053449951409,0.4162374904406062,0.6288361309206028,0.6405053449951409,0.32702157140467314,0.6405053449951409,0.6405053449951409,0.3338394638012552,0.6191388425825263,1.370372637407279,897.5066761493683,
400,0.1,RAG,SLIC,avg_color std_deviation_color centroid std_deviation_centroid,390.93924198250727,29.16428053116737,1742.6114674441205,189.33174135478586,0.6573372206025268,0.6573372206025268,0.4420668770918243,0.6493872513559197,0.6573372206025268,0.3518143261335686,0.6573372206025268,0.6573372206025268,0.36361260491862046,0.6393612551999214,1.2845644655051056,1096.2375905036927,
