epoch,accuracy,precision (micro),precision (macro),precision (weighted),recall (micro),recall (macro),recall (weighted),f1-measure (micro),f1-measure (macro),f1-measure (weighted),validation f1-measure (micro),validation f1-measure (macro),validation f1-measure (weighted),train f1-measure (micro),train f1-measure (macro),train f1-measure (weighted),loss,validation loss,train loss
0.0,0.027999999999999997,0.027999999999999997,0.012832497299887193,0.012832497299887193,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.0066096619777717604,0.00660966197777176,0.029125,0.0071074052321559045,0.0071074052321559045,0.028310185185185188,0.0069405952788381435,0.006940595278838145,4.501434029416836,4.501736028035482,4.49929308022393
1.0,0.0539,0.0539,0.036207236111809746,0.036207236111809746,0.0539,0.0539,0.0539,0.0539,0.022510003185926216,0.022510003185926216,0.05229166666666667,0.022795731714680006,0.022795731714680013,0.05421296296296296,0.022688426655277573,0.022688426655277573,4.3139495682209095,4.313348494211832,4.30876294793023
2.0,0.0678,0.0678,0.05224542222015962,0.05224542222015962,0.0678,0.0678,0.0678,0.0678,0.038053482918063174,0.03805348291806318,0.06699999999999999,0.03844659129085552,0.038446591290855515,0.06987037037037036,0.03966264005767055,0.03966264005767055,4.169173860042653,4.16750404103597,4.160319495377717
3.0,0.08643333333333333,0.08643333333333333,0.08146315880909531,0.08146315880909531,0.08643333333333333,0.08643333333333333,0.08643333333333333,0.08643333333333333,0.05689034163062334,0.05689034163062333,0.08675,0.05598028545906168,0.05598028545906168,0.08721759259259258,0.056612671286244295,0.056612671286244295,4.060386508322777,4.056108516057333,4.047348435366596
4.0,0.10205,0.10205,0.10775513178985459,0.10775513178985459,0.10205,0.10205,0.10205,0.10205,0.06995571364605446,0.06995571364605446,0.10200000000000001,0.06958495647608452,0.06958495647608454,0.10362500000000001,0.0704809683030617,0.07048096830306172,3.963323642345185,3.960011452992757,3.9470534172058107
5.0,0.11713333333333334,0.11713333333333334,0.1112140499799664,0.11121404997996642,0.11713333333333334,0.11713333333333334,0.11713333333333334,0.11713333333333334,0.08559652132109845,0.08559652132109848,0.11695833333333334,0.08464710985247834,0.08464710985247834,0.1210462962962963,0.08878814227766937,0.08878814227766937,3.878940013875353,3.8746961727142333,3.8582567845097295
6.0,0.12981666666666666,0.12981666666666666,0.12993355139998805,0.12993355139998805,0.12981666666666666,0.12981666666666666,0.12981666666666666,0.12981666666666666,0.09838670282340803,0.09838670282340803,0.12587500000000001,0.09421064073948147,0.09421064073948147,0.13166666666666665,0.09971049336574252,0.0997104933657425,3.8065371013702225,3.8023441244761154,3.7825947999601013
7.0,0.13958333333333334,0.13958333333333334,0.14352807594859546,0.14352807594859546,0.13958333333333334,0.13958333333333334,0.13958333333333334,0.13958333333333334,0.11078633695488087,0.11078633695488087,0.13987500000000003,0.11141148737243718,0.11141148737243715,0.14547685185185183,0.11612580537673285,0.11612580537673285,3.745352000378548,3.7388661556243896,3.7159656448364258
8.0,0.14751666666666668,0.14751666666666668,0.15540208081206927,0.15540208081206924,0.14751666666666668,0.14751666666666668,0.14751666666666668,0.14751666666666668,0.11812338554781021,0.11812338554781024,0.14870833333333333,0.11844157944168943,0.11844157944168945,0.1529861111111111,0.12362005498669962,0.12362005498669962,3.6979895452235603,3.693046712239583,3.664342796749539
9.0,0.15966666666666668,0.15966666666666668,0.16316496751821336,0.16316496751821336,0.15966666666666668,0.15966666666666662,0.15966666666666668,0.15966666666666668,0.1329289444062536,0.13292894440625364,0.15945833333333334,0.1336211098103785,0.1336211098103785,0.1664074074074074,0.1396987848875569,0.13969878488755694,3.6401993054024713,3.63476655069987,3.60228955162896
10.0,0.16593333333333332,0.16593333333333332,0.1743932030074175,0.1743932030074175,0.16593333333333332,0.16593333333333332,0.16593333333333332,0.16593333333333332,0.13694009801507373,0.13694009801507373,0.16570833333333335,0.13535113620029599,0.13535113620029599,0.17274537037037035,0.14233729435478049,0.14233729435478049,3.5996131143671404,3.5936012179056798,3.5569422506403043
11.0,0.1738,0.1738,0.18610052648749845,0.18610052648749845,0.1738,0.1738,0.1738,0.1738,0.14388620850806977,0.14388620850806977,0.17391666666666666,0.1432662323437831,0.14326623234378305,0.18175,0.15094957293560302,0.15094957293560302,3.556304846672301,3.550756464004517,3.509194534725613
12.0,0.17888333333333334,0.17888333333333334,0.1937637251043254,0.19376372510432543,0.17888333333333334,0.17888333333333334,0.17888333333333334,0.17888333333333334,0.1528861631359506,0.15288616313595058,0.17754166666666665,0.15019260067526136,0.15019260067526136,0.18831481481481482,0.16168973944162918,0.16168973944162918,3.519106827390955,3.5119229036966955,3.4673774666962798
13.0,0.18503333333333333,0.18503333333333333,0.18701059681491017,0.18701059681491014,0.18503333333333333,0.18503333333333333,0.18503333333333333,0.18503333333333333,0.15841474468380456,0.15841474468380456,0.18616666666666667,0.15814193195844564,0.15814193195844564,0.19575925925925927,0.16825357768630128,0.16825357768630128,3.486007389870096,3.4778375771840415,3.4293068983996355
14.0,0.19298333333333334,0.19298333333333334,0.20049284727056263,0.20049284727056263,0.19298333333333334,0.19298333333333334,0.19298333333333334,0.19298333333333334,0.1702669919442602,0.17026699194426018,0.19116666666666665,0.16673749637220725,0.1667374963722072,0.2044814814814815,0.18073759905141756,0.18073759905141756,3.448819999745551,3.4422987899780275,3.3897043939519813
15.0,0.1953666666666667,0.1953666666666667,0.2076017590359464,0.2076017590359464,0.1953666666666667,0.1953666666666667,0.1953666666666667,0.1953666666666667,0.16904367043501659,0.1690436704350166,0.19566666666666666,0.1689170415520051,0.1689170415520051,0.20643518518518517,0.18021668189776802,0.18021668189776802,3.428960179014409,3.4225525105794268,3.3647207354086417
16.0,0.19785,0.19785,0.20612247068163264,0.2061224706816326,0.19785,0.19785,0.19785,0.19785,0.173612247864029,0.17361224786402904,0.20004166666666667,0.17414791965730672,0.1741479196573067,0.21102777777777776,0.18606347005846935,0.18606347005846932,3.4067869820493337,3.397713691711426,3.338138070636326
17.0,0.2033666666666667,0.2033666666666667,0.2207338225201724,0.22073382252017243,0.2033666666666667,0.20336666666666664,0.2033666666666667,0.20336666666666664,0.17938470947791987,0.1793847094779199,0.2035833333333333,0.17794956221889482,0.17794956221889482,0.2180601851851852,0.19347884785532493,0.19347884785532493,3.381565301215395,3.373527041753133,3.3084607753047237
18.0,0.20811666666666667,0.20811666666666667,0.2166141208941183,0.21661412089411827,0.20811666666666667,0.20811666666666664,0.20811666666666667,0.20811666666666667,0.18426763113001937,0.18426763113001934,0.205625,0.18014592189682183,0.18014592189682183,0.2230185185185185,0.1988256920284459,0.1988256920284459,3.3551870830515598,3.3468389186859127,3.279274604585436
19.0,0.21185,0.21185,0.22107507816767322,0.22107507816767322,0.21185,0.21185,0.21185,0.21185,0.18875184843571507,0.18875184843571507,0.21141666666666667,0.18740683752509332,0.18740683752509332,0.2281388888888889,0.20551078517313565,0.20551078517313565,3.335741987887849,3.3274687054951984,3.2555241392630117
20.0,0.21595,0.21595,0.23501463715101326,0.23501463715101326,0.21595,0.21595,0.21595,0.21595,0.19392141146644715,0.19392141146644715,0.21341666666666667,0.18977748137171177,0.18977748137171177,0.22998611111111109,0.20737561609058944,0.20737561609058944,3.316037415189946,3.3092419948577882,3.233316610124376
