Epoch,Accuracy,Precision (micro),Precision (macro),Precision (weighted),Recall (micro),Recall (macro),Recall (weighted),F-measure (micro),F-measure (macro),F-measure (weighted),Avg loss
0.0,0.0063639172072907,0.0063639172072907,0.0002451726117922961,0.00026259811841551037,0.0063639172072907,0.006070211919354208,0.0063639172072907,0.0063639172072907,0.00038278797560783816,0.00041042524263973525,5.33025546354406
1.0,0.006487488415199258,0.006487488415199258,0.00012657992531127425,0.00013778861131944923,0.006487488415199258,0.005784778196993083,0.006487488415199258,0.006487488415199258,0.0002404587095852121,0.0002622708775882396,5.2708805196425494
2.0,0.007290701266604881,0.007290701266604881,0.00015726139120843518,0.00018950106783559132,0.007290701266604881,0.005988418759316593,0.007290701266604881,0.007290701266604881,0.00029229283310794774,0.0003519313829639302,5.265148972529991
3.0,0.008773555761507568,0.008773555761507568,0.0003276111626942349,0.00037420284721152773,0.008773555761507568,0.007403897231407183,0.008773555761507568,0.008773555761507568,0.0005770257910846916,0.0006610930827685676,5.2575644904491945
4.0,0.008958912573370403,0.008958912573370403,0.0002560790124005455,0.0003076555728280046,0.008958912573370403,0.006750711980698712,0.008958912573370403,0.008958912573370403,0.0004285279429176188,0.0005206029589578978,5.246762645945829
5.0,0.009947482236638864,0.009947482236638864,0.0009849338824958122,0.0010743856802032362,0.009947482236638864,0.0077036119376739836,0.009947482236638864,0.009947482236638864,0.0008163400324841634,0.0009226745056424219,5.234790981517119
6.0,0.011615693543404384,0.011615693543404384,0.00047661479531743115,0.000537492266389884,0.011615693543404384,0.009380074502649851,0.011615693543404384,0.011615693543404384,0.0007846361608525445,0.0008948197637379801,5.223887065812653
7.0,0.010936051899907321,0.010936051899907321,0.0003865464137859757,0.00044025790830287117,0.010936051899907321,0.00885966750944321,0.010936051899907321,0.010936051899907321,0.0006838998471597906,0.0007805696649078374,5.20748358146817
8.0,0.01192462156317578,0.01192462156317578,0.0005413886246680062,0.0006082606223032992,0.01192462156317578,0.00979145459353332,0.01192462156317578,0.01192462156317578,0.00077499894388373,0.0008808100366162451,5.194137924792718
9.0,0.011986407167130059,0.011986407167130059,0.0006658551261698603,0.0007343896238436265,0.011986407167130059,0.00989908076848116,0.011986407167130059,0.011986407167130059,0.0010194742159149854,0.0011297940643010735,5.191210943109849
10.0,0.011739264751312943,0.011739264751312943,0.000491403900158693,0.0005336156034448307,0.011739264751312943,0.009972022225765828,0.011739264751312943,0.011739264751312943,0.0008509813663335891,0.0009302679394433758,5.187430523891075
11.0,0.012974976830398516,0.012974976830398516,0.001221741952280442,0.0013090877087944624,0.012974976830398516,0.011322788304962753,0.012974976830398516,0.012974976830398516,0.0018180551774692136,0.0019561612385375097,5.179367063559738
12.0,0.012542477602718566,0.012542477602718566,0.001023687135990818,0.001096071189342926,0.012542477602718566,0.010971327754159309,0.012542477602718566,0.012542477602718566,0.0015570370927997033,0.0016781788887000712,5.177108787087834
13.0,0.01365461847389558,0.01365461847389558,0.0009330517471429079,0.0010203077186310594,0.01365461847389558,0.011641948968392704,0.01365461847389558,0.01365461847389558,0.00155901095228158,0.0017130305548715562,5.170359188902612
14.0,0.01334569045412419,0.01334569045412419,0.0008490260821528928,0.0009246877721566533,0.01334569045412419,0.011590999181627537,0.01334569045412419,0.01334569045412419,0.0013916079518354301,0.0015253286334815327,5.146979945313697
15.0,0.01278962001853568,0.01278962001853568,0.0015807194192807561,0.0017136421098855696,0.01278962001853568,0.011060447361902153,0.01278962001853568,0.01278962001853568,0.002024714837631244,0.0022033307438835015,5.138404874240651
16.0,0.015137472968798272,0.015137472968798272,0.0024958658906169212,0.002659468721255521,0.015137472968798272,0.013408999564738174,0.015137472968798272,0.015137472968798272,0.002828298806342237,0.0030347130669611828,5.149573032528746
17.0,0.013036762434352794,0.013036762434352794,0.001377884267979071,0.0014808492499225423,0.013036762434352794,0.011348063452615801,0.013036762434352794,0.013036762434352794,0.001997467036128441,0.0021515080337445244,5.131794822917265
18.0,0.014766759345072596,0.014766759345072596,0.0016062302465897041,0.001731990835124192,0.014766759345072596,0.013192813675177675,0.014766759345072596,0.014766759345072596,0.002264818391163613,0.0024426239948173436,5.125902742498061
19.0,0.013901760889712697,0.013901760889712697,0.0017914783256827097,0.001899571328231348,0.013901760889712697,0.012215330158797019,0.013901760889712697,0.013901760889712697,0.002530792447781969,0.002698865661519941,5.1265888457204785
20.0,0.014952116156935435,0.014952116156935435,0.0048683433714606,0.005329049611541831,0.014952116156935435,0.013098212760459239,0.014952116156935435,0.014952116156935435,0.0026988178202159456,0.002921158411890421,5.1227224349975575
21.0,0.01414890330552981,0.01414890330552981,0.001984118168178969,0.0021385293564029745,0.01414890330552981,0.01263601702167918,0.01414890330552981,0.01414890330552981,0.002533362321015247,0.002740949445891654,5.120874584422392
22.0,0.015878900216249613,0.015878900216249613,0.003701976765208322,0.003948734439303419,0.015878900216249613,0.014186651268694613,0.015878900216249613,0.015878900216249613,0.003057186121460033,0.0032988205740049174,5.1162164594612864
23.0,0.0156317578004325,0.0156317578004325,0.0023464828103121884,0.0025285155736940643,0.0156317578004325,0.013889326616193678,0.0156317578004325,0.0156317578004325,0.003058436186011821,0.0033016440185474247,5.104936523063509
24.0,0.015322829780661107,0.015322829780661107,0.002375878448120179,0.00256065357739718,0.015322829780661107,0.013294188811698446,0.015322829780661107,0.015322829780661107,0.003173541603126945,0.003437709532192929,5.113977688434078
25.0,0.013531047265987025,0.013531047265987025,0.0022041420969553067,0.0022748322361446473,0.013531047265987025,0.012221992807147922,0.013531047265987025,0.013531047265987025,0.002685213329163613,0.0028435928212807576,5.109950364804736
26.0,0.015199258572752547,0.015199258572752547,0.0043153488874794355,0.0046884268530520785,0.015199258572752547,0.013645762398526662,0.015199258572752547,0.015199258572752547,0.0035291133093312984,0.0038086183818037923,5.095555533614813
27.0,0.014952116156935433,0.014952116156935433,0.004273669756427435,0.004570272948254568,0.014952116156935433,0.01343326449209592,0.014952116156935433,0.014952116156935433,0.003822604602022825,0.004081897776214026,5.102815699109844
28.0,0.016434970651838122,0.016434970651838122,0.003616889852596296,0.0038365481113775794,0.016434970651838122,0.015007165146760457,0.016434970651838122,0.016434970651838122,0.004111296935489515,0.00439757785590276,5.089442176444858
29.0,0.015384615384615382,0.015384615384615382,0.00483302162465249,0.005124997950136279,0.015384615384615382,0.01404232745729871,0.015384615384615382,0.015384615384615382,0.004463519973742591,0.004775023050074842,5.096251330656164
