epoch,accuracy,precision (micro),precision (macro),precision (weighted),recall (micro),recall (macro),recall (weighted),f1-measure (micro),f1-measure (macro),f1-measure (weighted),loss,validation loss
0.0,0.24558333333333335,0.24558333333333335,0.24002649869127532,0.24002649869127532,0.24558333333333335,0.24558333333333335,0.24558333333333335,0.24558333333333335,0.20685177531886506,0.20685177531886506,2.1042365866772674,2.106873306274414
1.0,0.2922,0.2922,0.33455070351391986,0.33455070351391986,0.2922,0.2922,0.2922,0.2922,0.2593030176780198,0.25930301767801983,1.9635753263818458,1.9700089928309121
2.0,0.32238333333333336,0.32238333333333336,0.3529046355675976,0.35290463556759766,0.32238333333333336,0.32238333333333336,0.32238333333333336,0.32238333333333336,0.30691647118816406,0.30691647118816395,1.8758814239755588,1.8826505403518676
3.0,0.3542166666666666,0.3542166666666666,0.3752290993606442,0.3752290993606442,0.3542166666666666,0.35421666666666657,0.3542166666666666,0.3542166666666666,0.3328957052484927,0.33289570524849277,1.8040428814735818,1.8165107386906942
4.0,0.38385,0.38385,0.4021678972652487,0.4021678972652487,0.38385,0.38385,0.38385,0.38385,0.3763910342137209,0.3763910342137209,1.734575542110078,1.7482463328043623
5.0,0.3978,0.3978,0.4155319277092603,0.4155319277092603,0.3978,0.3978,0.3978,0.39780000000000004,0.3884182316138711,0.38841823161387107,1.6888730363642914,1.7030713704427083
6.0,0.41145,0.41145,0.4270081124727415,0.4270081124727415,0.41145,0.41145,0.41145,0.41145,0.3960573498991067,0.3960573498991066,1.6581280234012197,1.672421748797099
7.0,0.4255333333333334,0.4255333333333334,0.43807929753091585,0.43807929753091585,0.4255333333333334,0.4255333333333334,0.4255333333333334,0.4255333333333334,0.41799207643951286,0.41799207643951275,1.6159399132779306,1.6287288710276286
8.0,0.4267666666666667,0.4267666666666667,0.4450692784186299,0.4450692784186299,0.4267666666666667,0.4267666666666666,0.4267666666666667,0.4267666666666667,0.4193718015755302,0.41937180157553017,1.6102732237349167,1.6235590159098308
9.0,0.44126666666666664,0.44126666666666664,0.45588269760786293,0.45588269760786293,0.44126666666666664,0.44126666666666664,0.44126666666666664,0.44126666666666664,0.43522697517967385,0.43522697517967385,1.5761136928771404,1.5892146892547607
10.0,0.4462666666666667,0.4462666666666667,0.4588808728071821,0.458880872807182,0.4462666666666667,0.4462666666666667,0.4462666666666667,0.4462666666666667,0.437594700586686,0.4375947005866861,1.55444865353564,1.5692328097025554
11.0,0.4439166666666667,0.4439166666666667,0.4601023889812371,0.460102388981237,0.4439166666666667,0.4439166666666667,0.4439166666666667,0.4439166666666667,0.433849680253868,0.433849680253868,1.555638427810466,1.569161400794983
12.0,0.4553000000000001,0.4553000000000001,0.460588131860966,0.460588131860966,0.4553000000000001,0.4553,0.4553000000000001,0.4553,0.4469321961586933,0.4469321961586932,1.523186621386954,1.5400213874181112
13.0,0.46126666666666666,0.46126666666666666,0.46713735791501476,0.46713735791501476,0.46126666666666666,0.46126666666666666,0.46126666666666666,0.46126666666666666,0.45353752104129486,0.45353752104129486,1.5095487888823165,1.5253272403081257
14.0,0.4620333333333334,0.4620333333333334,0.47111357252922154,0.47111357252922154,0.4620333333333334,0.4620333333333333,0.4620333333333334,0.4620333333333334,0.4568463708849085,0.45684637088490854,1.5068619281687636,1.5245408039093018
15.0,0.46456666666666663,0.46456666666666663,0.4813258792269706,0.4813258792269706,0.46456666666666663,0.46456666666666663,0.46456666666666663,0.4645666666666667,0.45944559547966823,0.45944559547966823,1.5019359369227225,1.5185807755788168
16.0,0.4671666666666667,0.4671666666666667,0.4790761926008219,0.4790761926008219,0.4671666666666667,0.4671666666666667,0.4671666666666667,0.4671666666666667,0.4632557527274379,0.463255752727438,1.4945771682769693,1.5108333133061729
17.0,0.46405,0.46405,0.48140524865977496,0.48140524865977496,0.46405,0.46405,0.46405,0.46405,0.4552226494658277,0.4552226494658277,1.4955864784565376,1.5113103195826212
18.0,0.4770333333333333,0.4770333333333333,0.4855331499677549,0.4855331499677547,0.4770333333333333,0.4770333333333334,0.4770333333333333,0.4770333333333333,0.4705082846298728,0.4705082846298727,1.4716751627465512,1.4888118937810264
19.0,0.4738666666666667,0.4738666666666667,0.48189214302221284,0.48189214302221295,0.4738666666666667,0.4738666666666667,0.4738666666666667,0.4738666666666667,0.46502902674575164,0.46502902674575175,1.4681084062190766,1.4851049626668296
20.0,0.4812,0.4812,0.49276867772407823,0.49276867772407823,0.4812,0.4812,0.4812,0.48119999999999996,0.4750618736549052,0.4750618736549052,1.4502943765609824,1.4692418616612752
21.0,0.4795999999999999,0.4795999999999999,0.49038746050174786,0.4903874605017478,0.4795999999999999,0.4796,0.4795999999999999,0.4795999999999999,0.4688873508898177,0.4688873508898176,1.4558209472514214,1.4761614700953165
22.0,0.48355,0.48355,0.49002217542146803,0.49002217542146803,0.48355,0.48355,0.48355,0.48355,0.4788467806788878,0.4788467806788878,1.4441197952057452,1.4594859075546265
23.0,0.4884833333333334,0.4884833333333334,0.4954357944090216,0.49543579440902147,0.4884833333333334,0.48848333333333327,0.4884833333333334,0.4884833333333334,0.4820373883553145,0.4820373883553145,1.4356475573904972,1.4554403893152874
