Epoch,Accuracy,F-measure (micro),F-measure (macro),F-measure (weighted),Avg loss
0.0,0.0245,0.0245,0.005440296903105275,0.005440296903105275,4.480593045721663
1.0,0.06106666666666667,0.06106666666666667,0.0343480103343063,0.034348010334306296,4.161187239657056
2.0,0.0924,0.09240000000000001,0.06260134090274486,0.06260134090274486,3.9625562733792243
3.0,0.11421666666666666,0.11421666666666666,0.08406232904077827,0.08406232904077827,3.8367019140974
4.0,0.13378333333333334,0.13378333333333334,0.10880973781251671,0.10880973781251671,3.7405330211558243
5.0,0.14413333333333334,0.14413333333333334,0.11920889947605715,0.11920889947605715,3.679090223667469
6.0,0.15460000000000002,0.15460000000000002,0.12823606876013088,0.12823606876013094,3.619321773660944
7.0,0.15933333333333333,0.15933333333333333,0.13780429436585728,0.13780429436585726,3.5746033399663077
8.0,0.16768333333333332,0.16768333333333332,0.1453023115825381,0.14530231158253812,3.5308375749182197
9.0,0.17813333333333334,0.17813333333333334,0.15348642849342753,0.15348642849342756,3.488075791267638
10.0,0.17816666666666664,0.17816666666666664,0.15670841454956308,0.15670841454956308,3.469181948266131
11.0,0.1851833333333333,0.1851833333333333,0.1626128856900365,0.1626128856900365,3.434373757687021
12.0,0.19275000000000003,0.19274999999999998,0.1679640705663097,0.16796407056630974,3.3941466379672924
13.0,0.19776666666666667,0.19776666666666667,0.1780109292487972,0.17801092924879722,3.3685899244978073
14.0,0.20141666666666666,0.20141666666666666,0.1815112724691014,0.18151127246910137,3.349369596927724
15.0,0.20811666666666664,0.20811666666666667,0.1867288441619786,0.18672884416197855,3.3161756104611335
16.0,0.21134999999999998,0.21134999999999998,0.19095726799175758,0.19095726799175758,3.2960383110858027
17.0,0.21608333333333335,0.21608333333333335,0.19659329870529735,0.19659329870529738,3.2793747227242656
18.0,0.2191,0.2191,0.2002280344073332,0.2002280344073332,3.2571455912387117
19.0,0.22513333333333332,0.22513333333333332,0.20506202635217613,0.20506202635217613,3.2254022428329954
20.0,0.2269166666666667,0.2269166666666667,0.20923512322097043,0.20923512322097046,3.224192507977181
21.0,0.23288333333333333,0.23288333333333333,0.21666517885208464,0.21666517885208464,3.1885534773481656
22.0,0.23121666666666668,0.23121666666666668,0.21157203413451472,0.21157203413451478,3.195733853350294
23.0,0.23486666666666664,0.23486666666666664,0.21477812646879285,0.21477812646879282,3.164176802939557
24.0,0.23766666666666664,0.23766666666666664,0.22213331142101628,0.22213331142101628,3.1506819397845165
25.0,0.2386166666666667,0.2386166666666667,0.22171268032657876,0.22171268032657881,3.1490784213898033
26.0,0.24303333333333335,0.24303333333333335,0.22509636018182463,0.2250963601818247,3.1365311731683447
27.0,0.24708333333333332,0.24708333333333332,0.22913939530189126,0.2291393953018912,3.115464496358912
28.0,0.24524999999999997,0.24524999999999997,0.22989187141985717,0.22989187141985717,3.1136921126791774
29.0,0.24969999999999998,0.24969999999999998,0.2330489398630351,0.2330489398630351,3.0973185521491033
30.0,0.2503666666666667,0.2503666666666667,0.23126647607550305,0.23126647607550305,3.0898621620015896
31.0,0.2512833333333333,0.2512833333333333,0.23298259914150038,0.23298259914150038,3.0858475162627848
32.0,0.2564,0.2564,0.24097286044681812,0.24097286044681812,3.0589396634000416
33.0,0.25555000000000005,0.25555000000000005,0.23882272928873655,0.23882272928873655,3.0616437506168444
34.0,0.25880000000000003,0.25880000000000003,0.2425701511035035,0.2425701511035035,3.0495861497331176
35.0,0.2596333333333334,0.2596333333333334,0.24299618662903982,0.24299618662903977,3.050669892290805
36.0,0.26311666666666667,0.26311666666666667,0.24629864991748424,0.24629864991748426,3.0303023614781965
37.0,0.2649,0.2649,0.24767270745757966,0.2476727074575797,3.017402622801192
38.0,0.26596666666666674,0.26596666666666674,0.24996524108618737,0.24996524108618737,3.010639481341585
39.0,0.2656333333333333,0.2656333333333333,0.2515950379213672,0.2515950379213672,3.017710287773863
40.0,0.26663333333333333,0.26663333333333333,0.2531405882925025,0.2531405882925025,3.002356859470935
41.0,0.26776666666666665,0.26776666666666665,0.25286813875179986,0.25286813875179986,2.9968528435585347
42.0,0.27025,0.27025,0.25541994294976217,0.25541994294976217,2.9911914168520175
43.0,0.2701,0.2701,0.2556642862156317,0.2556642862156317,2.9869853034932565
44.0,0.26915000000000006,0.26915000000000006,0.25470920601496416,0.25470920601496416,2.988134457456305
45.0,0.27415,0.27415,0.25958037487198043,0.2595803748719805,2.9744532628262297
46.0,0.2773833333333333,0.2773833333333333,0.2609817527241898,0.2609817527241898,2.9552831373316173
47.0,0.27399999999999997,0.27399999999999997,0.2582234533926588,0.2582234533926588,2.9656182905460926
48.0,0.2729666666666667,0.2729666666666667,0.25794518154843904,0.25794518154843904,2.969685166947385
49.0,0.2771166666666667,0.2771166666666667,0.2612308887917099,0.2612308887917099,2.951410192378024
50.0,0.27823333333333333,0.27823333333333333,0.26407862759882506,0.26407862759882506,2.9479213303708014
51.0,0.27531666666666665,0.27531666666666665,0.26271621113208,0.26271621113208,2.958722401172557
52.0,0.27723333333333333,0.27723333333333333,0.2615682173872206,0.2615682173872207,2.9560698425516168
53.0,0.2799666666666667,0.2799666666666667,0.26555430707471317,0.26555430707471317,2.936638186333027
54.0,0.2804833333333333,0.2804833333333333,0.2658300604605427,0.2658300604605427,2.9340695680455964
55.0,0.28275,0.28275,0.2678563065486407,0.2678563065486407,2.928288851139393
56.0,0.2811666666666667,0.2811666666666667,0.2662767884290546,0.2662767884290546,2.9247340126240506
57.0,0.2801,0.2801,0.26515148232302,0.26515148232302,2.939432661330446
58.0,0.2836666666666667,0.2836666666666667,0.26774081270974043,0.26774081270974054,2.9200299892019714
59.0,0.2806166666666666,0.2806166666666666,0.2671650262950672,0.2671650262950672,2.929462086139841
60.0,0.28485,0.28485,0.272195965957361,0.27219596595736106,2.915095069560599
61.0,0.28463333333333335,0.28463333333333335,0.27159716276882084,0.27159716276882084,2.9166338725292937
62.0,0.28281666666666666,0.28281666666666666,0.2690745094095149,0.2690745094095149,2.915225964657804
63.0,0.2850666666666667,0.2850666666666667,0.2715928289977442,0.2715928289977441,2.913868189872579
64.0,0.28481666666666666,0.28481666666666666,0.27210631083730935,0.27210631083730935,2.9120847765435562
65.0,0.28531666666666666,0.28531666666666666,0.2707660091876627,0.2707660091876627,2.9121545091588446
66.0,0.2859333333333333,0.2859333333333333,0.2716169048863175,0.2716169048863175,2.899019636752757
67.0,0.28525,0.28525,0.27165791980945453,0.2716579198094545,2.909378836510029
