epoch,accuracy,precision (micro),precision (macro),precision (weighted),recall (micro),recall (macro),recall (weighted),f1-measure (micro),f1-measure (macro),f1-measure (weighted),validation f1-measure (micro),validation f1-measure (macro),validation f1-measure (weighted),train f1-measure (micro),train f1-measure (macro),train f1-measure (weighted),loss,validation loss,train loss
0.0,0.7394714285714286,0.7417863646713181,0.7592827861646956,0.7613912582468642,0.7426431241246665,0.7394647874693606,0.7426431241246665,0.7422121037416332,0.7330694262026899,0.7359082471276361,0.7462168853118829,0.7373934182251018,0.7402931244708999,0.7429719584594094,0.7340630844562636,0.7368961301833569,0.7924863469382943,0.7913105327297341,0.7892296003281768
1.0,0.8587571428571428,0.8591977110561959,0.8646593164404651,0.864967580973493,0.8608314606253812,0.8587573011120029,0.8608314606253812,0.8600135513938666,0.858628015376885,0.859882230091773,0.8608591547830418,0.8594785411694108,0.8607964051939524,0.8619089215008158,0.8605255349867493,0.8617705677357567,0.44318859386661824,0.44392222741788084,0.4373406186926788
2.0,0.8912714285714285,0.8922477974331235,0.8932114735775653,0.8941436358101791,0.8921110544502098,0.8912707679696851,0.8921110544502098,0.8921788817026217,0.8909938380152311,0.8918972784026906,0.8908625922700427,0.889633594236351,0.8905220899283878,0.8954094795270038,0.8942521854380396,0.8951273895686451,0.3437003862367917,0.3471391282975674,0.33732301510757
3.0,0.9015142857142857,0.9024486430776555,0.9062222224419635,0.9070930611211256,0.9021762471901813,0.9015146405289297,0.9021762471901813,0.9023119671782803,0.9014793958575332,0.9022689163534394,0.9035436285514589,0.9028165830813212,0.9036673039832973,0.9060179743026916,0.9052448891118706,0.9060127117919585,0.3101243020873091,0.31218756471167913,0.30042365105435026
4.0,0.9128285714285715,0.9137746164256015,0.9160454255004185,0.9169545129801276,0.9133804987970597,0.9128290453318506,0.9133804987970597,0.9135774881775489,0.912898883150465,0.9136479489479488,0.9130750909464332,0.9121872477774646,0.9129695209614676,0.917932561039984,0.9173164383353469,0.9179984862554207,0.2717793731588751,0.27584949951110915,0.2594298463343137
5.0,0.9224285714285715,0.9227565808799592,0.9240596869454286,0.924360452358026,0.9232713029101595,0.9224274883208384,0.9232713029101595,0.9230136652537446,0.9224314372570197,0.9230152054179959,0.9215469183250464,0.9209168819019947,0.9215274992033136,0.9277990313556771,0.9273088187130816,0.9278439142430092,0.24249324543427114,0.24827736943790857,0.22885833755040985
6.0,0.9257142857142856,0.9262933466129338,0.9289421863517561,0.9294911085558933,0.926260384858565,0.9257145724427123,0.926260384858565,0.926276403996004,0.9261808633585191,0.9267408490706572,0.9242266194324499,0.9240620055982534,0.9246779468126849,0.9298050678898256,0.929715395474173,0.930221251540325,0.23795752437215417,0.243692866822874,0.2252149993837409
7.0,0.9314142857142856,0.9321108682546937,0.9332906496255818,0.9339657354730185,0.9317522890647674,0.9314141308017515,0.9317522890647674,0.9319314932688083,0.9315615010820772,0.9320795904406338,0.9287991052727914,0.9283360161179232,0.9289530666221564,0.9366042073306439,0.9361790359294625,0.9367097888073335,0.21813279685976844,0.2210358635607091,0.20255097738434064
8.0,0.9311857142857143,0.9315874148372508,0.9335312795583499,0.933900713240958,0.9318058737677829,0.9311847669787603,0.9318058737677829,0.9316963843308834,0.9311618806352373,0.9316750237058278,0.92959490120023,0.929015062152108,0.9295389646703411,0.9375967297173584,0.9370672953070811,0.9375470724827805,0.2127787190059957,0.21938433679328723,0.19622412328064667
9.0,0.9391142857142857,0.9395736184490614,0.9401807421273707,0.9406287437720777,0.9396310488101574,0.939112932916838,0.9396310488101574,0.9396023154238261,0.9389705875932443,0.9394610309536253,0.9370934410606919,0.9365196191940404,0.9370059931496051,0.945071330199565,0.9445781504822183,0.9449968614509985,0.19194668256869057,0.19488457177173008,0.17328604134650627
10.0,0.9373999999999999,0.938338630306982,0.9400283568740448,0.9409442042692377,0.9374503887784803,0.9374019906910547,0.9374503887784803,0.9378941037199399,0.9376045350468125,0.9380948017129622,0.9348285224176195,0.9345794383912557,0.9351142237335651,0.9429312885408582,0.9427592163444798,0.9431678900565339,0.19758659026258069,0.20161008000035174,0.17941883457966415
11.0,0.9439857142857143,0.9442531968381335,0.9446944277973843,0.9449582238564318,0.9443656438924078,0.9439856483132264,0.9443656438924078,0.9443092689435574,0.943957827523213,0.9442773366998972,0.9426308681020451,0.9422449291502459,0.9426168382264294,0.9496922309248521,0.9493953057542142,0.9496792016978889,0.17849963815823264,0.18118379018692807,0.15889485726809024
12.0,0.9397428571428572,0.9401938687936754,0.9415603316771962,0.9419950691510192,0.9401828209647942,0.9397411434346461,0.9401828209647942,0.9401881978747817,0.9395972724517361,0.9400414849350252,0.9384132515225945,0.9378824313350625,0.9382580852926864,0.9456568350761163,0.9451196097721535,0.9455063537863977,0.19228119877885738,0.1962030482097444,0.17107031599424666
13.0,0.9467142857142857,0.9472217843200242,0.9481166389175184,0.948613980389263,0.9469968537226047,0.9467133956018431,0.9469968537226047,0.9471091107659539,0.9469421162010672,0.9473353418919697,0.946219950203608,0.946071272489068,0.9463957642331927,0.9525882324243368,0.9524367922252072,0.9527655210488177,0.169480254339505,0.1708363871725107,0.1472918471598024
14.0,0.9420857142857143,0.9422304493184447,0.9444264692128478,0.9445610206854077,0.9426190009366089,0.9420859189898806,0.9426190009366089,0.9424243893488684,0.9421058396800754,0.9424413442400283,0.9424432387851172,0.9420328941239685,0.9422903844996167,0.9481801847131109,0.9478866701146081,0.9481399299550558,0.18239989057183265,0.18430444367907267,0.15945276325228178
15.0,0.9473,0.9477937309236679,0.9484967999311049,0.9489805084924597,0.9475834626961355,0.9473006599978129,0.9475834626961355,0.9476885570098602,0.9473344128947205,0.947727382196226,0.9474272176294694,0.9470951468083564,0.9474519333521624,0.9542775810635881,0.953967962017734,0.9543170900131882,0.16808868696462348,0.1715806343931366,0.14419889034240077
