epoch,accuracy,precision (micro),precision (macro),precision (weighted),recall (micro),recall (macro),recall (weighted),f1-measure (micro),f1-measure (macro),f1-measure (weighted),validation f1-measure (micro),validation f1-measure (macro),validation f1-measure (weighted),train f1-measure (micro),train f1-measure (macro),train f1-measure (weighted),loss,validation loss,train loss
0.0,0.13576923076923078,0.13576923076923078,0.06290672580126311,0.06290672580126311,0.13576923076923078,0.13576923076923078,0.13576923076923078,0.13576923076923078,0.055104158899822196,0.055104158899822196,0.13692307692307693,0.05469431602163198,0.05557386580730134,0.13589743589743591,0.056328194698348134,0.0559408446982137,2.2935684878651688,2.294329402026008,2.2913791808952277
1.0,0.14115384615384616,0.14115384615384616,0.0747908685743383,0.07479086857433828,0.14115384615384616,0.14115384615384616,0.14115384615384616,0.14115384615384616,0.06036407774850785,0.06036407774850785,0.1423076923076923,0.060129459190076465,0.058924056528549686,0.14267094017094017,0.06102576024085341,0.06105203108021995,2.241319465637207,2.2533216448391187,2.2368090833936423
2.0,0.1536923076923077,0.1536923076923077,0.10671504689678384,0.10671504689678382,0.1536923076923077,0.1536923076923077,0.1536923076923077,0.1536923076923077,0.07798152022161883,0.07798152022161882,0.1519230769230769,0.07843506975414027,0.0778881382914862,0.15410256410256412,0.07875168200090657,0.07862454312229347,2.1907810315853213,2.1908582266639263,2.187770857454157
3.0,0.15076923076923077,0.15076923076923077,0.1537069762693001,0.1537069762693001,0.15076923076923077,0.15076923076923077,0.15076923076923077,0.15076923076923077,0.07964646613772164,0.07964646613772165,0.15365384615384617,0.08317951660501788,0.08287575576031664,0.1506837606837607,0.08029254030042937,0.08020296993618312,2.1757930081065107,2.18090454269858,2.1729856218610495
4.0,0.15546153846153846,0.15546153846153846,0.15289029667943083,0.15289029667943083,0.15546153846153846,0.15546153846153846,0.15546153846153846,0.15546153846153846,0.09235946421175163,0.09235946421175163,0.1553846153846154,0.0944241963068028,0.09407821214060359,0.15957264957264958,0.09643703178752756,0.09627233843581824,2.157201533201264,2.1599022472605984,2.1525418562143024
5.0,0.16469230769230767,0.16469230769230767,0.11079723731389071,0.11079723731389068,0.16469230769230767,0.16469230769230767,0.16469230769230767,0.16469230769230767,0.0913322372054128,0.0913322372054128,0.1648076923076923,0.09260697371207724,0.09438766525186149,0.1651923076923077,0.09302994949147139,0.09244742644825632,2.162138902850267,2.166034098232494,2.1598383128237564
6.0,0.17653846153846153,0.17653846153846153,0.17223842515347848,0.17223842515347848,0.17653846153846153,0.1765384615384615,0.17653846153846153,0.17653846153846153,0.10570463363744342,0.10570463363744342,0.17288461538461536,0.10272889699326368,0.1031335551862593,0.17715811965811964,0.10768248923186777,0.10722392461094828,2.115039535266597,2.121002197265625,2.112083119762187
7.0,0.20476923076923076,0.20476923076923076,0.19184221700285836,0.19184221700285836,0.20476923076923076,0.20476923076923076,0.20476923076923076,0.20476923076923076,0.1257231308883073,0.1257231308883073,0.20519230769230773,0.12607273377981038,0.1278301254563262,0.20194444444444443,0.12430156000044612,0.12401872739592072,2.096946440091947,2.098001301989836,2.095538954832116
8.0,0.2226923076923077,0.2226923076923077,0.18186693156665945,0.18186693156665945,0.2226923076923077,0.2226923076923077,0.2226923076923077,0.2226923076923077,0.1597898303742868,0.1597898303742868,0.2276923076923077,0.16339237293487915,0.16564015799061843,0.22487179487179487,0.16257248560400406,0.16179580319919648,2.027283102128564,2.0301748023313637,2.0258932905132268
9.0,0.2319230769230769,0.2319230769230769,0.24328987350510461,0.24328987350510456,0.2319230769230769,0.2319230769230769,0.2319230769230769,0.2319230769230769,0.17691360482384016,0.17691360482384016,0.225,0.17159395732006855,0.17197771541682463,0.23284188034188036,0.1788044193936798,0.17832448384457833,1.994282589889154,2.0018155027838316,1.9936697546316655
