epoch,accuracy,precision (micro),precision (macro),precision (weighted),recall (micro),recall (macro),recall (weighted),f1-measure (micro),f1-measure (macro),f1-measure (weighted),validation f1-measure (micro),validation f1-measure (macro),validation f1-measure (weighted),train f1-measure (micro),train f1-measure (macro),train f1-measure (weighted),loss,validation loss,train loss
0.0,0.13538461538461538,0.13538461538461538,0.06781034730121838,0.0678103473012184,0.13538461538461538,0.13538461538461538,0.13538461538461538,0.13538461538461538,0.062072186569798085,0.062072186569798085,0.13096153846153846,0.060127251631234835,0.06012725163123482,0.13461538461538464,0.06263682356394151,0.06263682356394151,2.2887104941577445,2.2872731713687675,2.2868096182946447
1.0,0.16053846153846152,0.16053846153846152,0.13411973365747965,0.13411973365747965,0.16053846153846152,0.16053846153846152,0.16053846153846152,0.16053846153846152,0.09063555030719292,0.09063555030719292,0.16865384615384615,0.09590673307778372,0.09590673307778372,0.1636111111111111,0.09325997417065701,0.093259974170657,2.1954648715693774,2.1946900059195125,2.1937021923713944
2.0,0.175,0.175,0.16144022164179744,0.16144022164179744,0.175,0.175,0.175,0.175,0.11630463579525836,0.11630463579525833,0.17653846153846153,0.11669161501482823,0.11669161501482823,0.175,0.11703111858746788,0.11703111858746787,2.158039398309661,2.1496066766626694,2.1546647402704977
3.0,0.2080769230769231,0.2080769230769231,0.20612739173584327,0.20612739173584327,0.2080769230769231,0.2080769230769231,0.2080769230769231,0.2080769230769231,0.1430421742932831,0.1430421742932831,0.21211538461538462,0.1452526951489183,0.1452526951489183,0.20506410256410254,0.1402981074165086,0.14029810741650864,2.08435966212575,2.0709840283674352,2.079940084373059
4.0,0.22015384615384614,0.22015384615384614,0.21555478798870292,0.21555478798870292,0.22015384615384614,0.2201538461538462,0.22015384615384614,0.22015384615384614,0.16497473108052163,0.16497473108052163,0.2282692307692308,0.16844475286673788,0.16844475286673788,0.22645299145299144,0.16900989002947694,0.16900989002947694,2.0328486448381007,2.029647888856776,2.028081243216586
5.0,0.23792307692307696,0.23792307692307696,0.28581810445521594,0.2858181044552159,0.23792307692307696,0.23792307692307696,0.23792307692307696,0.23792307692307696,0.19083574448795737,0.19083574448795737,0.2473076923076923,0.19580872819824893,0.19580872819824893,0.2465811965811966,0.1979105102586847,0.19791051025868467,2.001772631668463,1.9916342959684485,1.99596413252305
6.0,0.26915384615384613,0.26915384615384613,0.2643606555297853,0.2643606555297852,0.26915384615384613,0.26915384615384613,0.26915384615384613,0.26915384615384613,0.2183989130928453,0.2183989130928453,0.2792307692307692,0.22477563015201768,0.22477563015201768,0.27247863247863247,0.22269865001101766,0.22269865001101766,1.9410861497972072,1.937638754003188,1.9333934491994431
7.0,0.2861538461538461,0.2861538461538461,0.29274949226204205,0.29274949226204205,0.2861538461538461,0.2861538461538461,0.2861538461538461,0.2861538461538461,0.2553431597204655,0.2553431597204655,0.2996153846153846,0.26586151166847694,0.26586151166847694,0.29068376068376073,0.26125246865662427,0.26125246865662416,1.896781211946069,1.8890407422009639,1.8915082753110095
8.0,0.2862307692307692,0.2862307692307692,0.2966554940832047,0.2966554940832047,0.2862307692307692,0.2862307692307692,0.2862307692307692,0.2862307692307692,0.2561841986726177,0.2561841986726177,0.29711538461538456,0.2687826068496211,0.2687826068496211,0.29070512820512817,0.2596988844263373,0.2596988844263373,1.8802514558885153,1.8812844430699065,1.8755307628994895
9.0,0.2907692307692308,0.2907692307692308,0.3065958085701211,0.3065958085701211,0.2907692307692308,0.2907692307692308,0.2907692307692308,0.2907692307692308,0.25631053725519926,0.25631053725519926,0.2915384615384616,0.2526763106011202,0.25267631060112017,0.295,0.2582376369943606,0.2582376369943606,1.886363162063971,1.881141233444214,1.8771034986794402
