Epoch,Accuracy,Precision (micro),Precision (macro),Precision (weighted),Recall (micro),Recall (macro),Recall (weighted),F-measure (micro),F-measure (macro),F-measure (weighted),Avg loss
0.0,0.5957857142857144,0.5957857142857144,0.5974016512379257,0.5974016512379257,0.5957857142857144,0.5957857142857141,0.5957857142857144,0.5957857142857144,0.5812967790495593,0.5812967790495593,1.0419037201633192
1.0,0.6764142857142857,0.6764142857142857,0.6772407511694285,0.6772407511694285,0.6764142857142857,0.6764142857142857,0.6764142857142857,0.6764142857142857,0.6666301910937402,0.6666301910937402,0.8453785661148698
2.0,0.7114714285714285,0.7114714285714285,0.7119376802150886,0.7119376802150887,0.7114714285714285,0.7114714285714285,0.7114714285714285,0.7114714285714285,0.7002994248616246,0.7002994248616244,0.7662921168216286
3.0,0.7252428571428571,0.7252428571428571,0.735996628707329,0.7359966287073288,0.7252428571428571,0.7252428571428571,0.7252428571428571,0.7252428571428571,0.7227378726221789,0.7227378726221789,0.7273946255037229
4.0,0.7385142857142857,0.7385142857142857,0.7374697284952749,0.7374697284952749,0.7385142857142857,0.7385142857142857,0.7385142857142857,0.7385142857142857,0.7254889500497687,0.7254889500497685,0.7016435609016245
5.0,0.7486142857142857,0.7486142857142857,0.7506828937941696,0.7506828937941696,0.7486142857142857,0.7486142857142857,0.7486142857142857,0.7486142857142857,0.742628456528872,0.7426284565288718,0.6702880473169561
6.0,0.7523857142857143,0.7523857142857143,0.7568493183309133,0.7568493183309133,0.7523857142857143,0.7523857142857143,0.7523857142857143,0.7523857142857142,0.7473821059547306,0.7473821059547306,0.6544870157764382
7.0,0.7497571428571428,0.7497571428571428,0.7665264556958332,0.7665264556958332,0.7497571428571428,0.749757142857143,0.7497571428571428,0.7497571428571428,0.7464778311581439,0.7464778311581439,0.6614570627201637
8.0,0.7582142857142857,0.7582142857142857,0.7637356842974586,0.7637356842974586,0.7582142857142857,0.7582142857142856,0.7582142857142857,0.7582142857142856,0.7444679445492681,0.7444679445492681,0.6437000208521543
9.0,0.7632857142857142,0.7632857142857142,0.7708762931029882,0.7708762931029882,0.7632857142857142,0.7632857142857142,0.7632857142857142,0.7632857142857142,0.7591680617867211,0.7591680617867211,0.6356008851637036
10.0,0.7675,0.7675,0.7751442664660526,0.7751442664660526,0.7675,0.7675000000000001,0.7675,0.7675,0.7603519169790205,0.7603519169790204,0.6174227578182743
11.0,0.7739714285714286,0.7739714285714286,0.7800424296090545,0.7800424296090543,0.7739714285714286,0.7739714285714285,0.7739714285714286,0.7739714285714286,0.7707722795938301,0.7707722795938301,0.6027620319089934
12.0,0.7820285714285714,0.7820285714285714,0.7814643566108479,0.7814643566108479,0.7820285714285714,0.7820285714285714,0.7820285714285714,0.7820285714285713,0.7761778441906213,0.7761778441906213,0.5845509486111331
13.0,0.7816000000000001,0.7816000000000001,0.7837719463306018,0.7837719463306018,0.7816000000000001,0.7815999999999999,0.7816000000000001,0.7816000000000001,0.7781115566461507,0.7781115566461507,0.5876357573352448
14.0,0.7796571428571428,0.7796571428571428,0.784790976931223,0.7847909769312229,0.7796571428571428,0.7796571428571428,0.7796571428571428,0.7796571428571428,0.7778874807510763,0.7778874807510763,0.5814809160553701
15.0,0.7859857142857143,0.7859857142857143,0.7883197734298661,0.788319773429866,0.7859857142857143,0.7859857142857143,0.7859857142857143,0.7859857142857143,0.7817386838260654,0.7817386838260653,0.5727149167017306
16.0,0.7852285714285714,0.7852285714285714,0.7898171477110285,0.7898171477110287,0.7852285714285714,0.7852285714285714,0.7852285714285714,0.7852285714285715,0.7825111377557341,0.7825111377557341,0.5760818910653189
17.0,0.7829,0.7829,0.7878353943512943,0.7878353943512945,0.7829,0.7829,0.7829,0.7829,0.7762907641881365,0.7762907641881365,0.5765609904783501
18.0,0.7887000000000001,0.7887000000000001,0.7943668042749011,0.7943668042749013,0.7887000000000001,0.7887000000000001,0.7887000000000001,0.7886999999999998,0.7850540011010156,0.7850540011010156,0.5621653597104495
19.0,0.7943142857142856,0.7943142857142856,0.7961878513478805,0.7961878513478806,0.7943142857142856,0.7943142857142856,0.7943142857142856,0.7943142857142856,0.7902287257697325,0.7902287257697325,0.5553241209080231
20.0,0.7944714285714285,0.7944714285714285,0.8013082685184388,0.801308268518439,0.7944714285714285,0.7944714285714285,0.7944714285714285,0.7944714285714286,0.7947238824349695,0.7947238824349696,0.5514956460151499
21.0,0.7937714285714287,0.7937714285714287,0.7995916503579414,0.7995916503579414,0.7937714285714287,0.7937714285714287,0.7937714285714287,0.7937714285714287,0.7921373222456648,0.7921373222456648,0.5509117380669127
22.0,0.7981428571428572,0.7981428571428572,0.8040376249203804,0.8040376249203804,0.7981428571428572,0.7981428571428572,0.7981428571428572,0.7981428571428572,0.796414083186019,0.796414083186019,0.5425006314635821
23.0,0.7978285714285714,0.7978285714285714,0.8011596477209272,0.8011596477209272,0.7978285714285714,0.7978285714285714,0.7978285714285714,0.7978285714285714,0.7950316627714995,0.7950316627714997,0.5452874156438052
24.0,0.8040428571428571,0.8040428571428571,0.8025800202529508,0.8025800202529508,0.8040428571428571,0.8040428571428571,0.8040428571428571,0.8040428571428571,0.8012799880008525,0.8012799880008525,0.5307965610805712
25.0,0.8056714285714286,0.8056714285714286,0.806404459619686,0.806404459619686,0.8056714285714286,0.8056714285714284,0.8056714285714286,0.8056714285714286,0.8003678009195248,0.8003678009195248,0.5284453821236685
26.0,0.8059285714285714,0.8059285714285714,0.808139162410162,0.808139162410162,0.8059285714285714,0.8059285714285714,0.8059285714285714,0.8059285714285714,0.8019127145242664,0.8019127145242664,0.5224346883901178
27.0,0.8022857142857142,0.8022857142857142,0.8053631424781191,0.8053631424781192,0.8022857142857142,0.8022857142857143,0.8022857142857142,0.8022857142857145,0.7986196344908311,0.7986196344908311,0.5291206570112542
28.0,0.8015571428571429,0.8015571428571429,0.8087283311504768,0.8087283311504768,0.8015571428571429,0.8015571428571429,0.8015571428571429,0.8015571428571429,0.7994614538389737,0.7994614538389736,0.5249367150269686
29.0,0.8068428571428571,0.8068428571428571,0.811511539333066,0.811511539333066,0.8068428571428571,0.8068428571428571,0.8068428571428571,0.8068428571428571,0.805478230795137,0.8054782307951373,0.5147532722449194
