Epoch,Accuracy,Precision (micro),Precision (macro),Precision (weighted),Recall (micro),Recall (macro),Recall (weighted),F-measure (micro),F-measure (macro),F-measure (weighted),Avg loss
0.0,0.6301857142857143,0.6301857142857143,0.6284283243239557,0.6284283243239556,0.6301857142857143,0.6301857142857143,0.6301857142857143,0.6301857142857143,0.6093546536800302,0.6093546536800302,0.9886542573367081
1.0,0.6800857142857143,0.6800857142857143,0.6868025595335369,0.6868025595335369,0.6800857142857143,0.6800857142857144,0.6800857142857143,0.6800857142857143,0.6671671790092414,0.6671671790092413,0.8501635232472529
2.0,0.7106142857142856,0.7106142857142856,0.7093862636636972,0.7093862636636974,0.7106142857142856,0.7106142857142856,0.7106142857142856,0.7106142857142856,0.7013627246796454,0.7013627246796457,0.7772081884891475
3.0,0.7150857142857143,0.7150857142857143,0.7209461262560289,0.7209461262560289,0.7150857142857143,0.7150857142857143,0.7150857142857143,0.7150857142857143,0.7032913128997051,0.7032913128997053,0.7602097479175759
4.0,0.7374428571428571,0.7374428571428571,0.7365016269970994,0.7365016269970994,0.7374428571428571,0.7374428571428571,0.7374428571428571,0.7374428571428571,0.728675933964251,0.728675933964251,0.7126269493745342
5.0,0.7362,0.7362,0.7454519845954788,0.745451984595479,0.7362,0.7362,0.7362,0.7362,0.7326495020502575,0.7326495020502575,0.7012399051831738
6.0,0.7475,0.7475,0.7465485784386304,0.7465485784386307,0.7475,0.7475,0.7475,0.7475,0.740983688802799,0.740983688802799,0.6727890947638036
7.0,0.7487285714285715,0.7487285714285715,0.7553527359036796,0.7553527359036798,0.7487285714285715,0.7487285714285715,0.7487285714285715,0.7487285714285715,0.7417446685424253,0.7417446685424253,0.6657187439807474
8.0,0.7625,0.7625,0.7590073740955188,0.759007374095519,0.7625,0.7625,0.7625,0.7625,0.7524589446142642,0.7524589446142643,0.6334116321176155
9.0,0.7662428571428571,0.7662428571428571,0.7648884015648083,0.7648884015648083,0.7662428571428571,0.7662428571428571,0.7662428571428571,0.7662428571428571,0.758341597628849,0.758341597628849,0.6279602791892882
10.0,0.7651428571428571,0.7651428571428571,0.7649002728503265,0.7649002728503265,0.7651428571428571,0.7651428571428571,0.7651428571428571,0.7651428571428571,0.7599080378417493,0.7599080378417493,0.6212586440996493
11.0,0.7673142857142856,0.7673142857142856,0.7747286868281458,0.7747286868281456,0.7673142857142856,0.7673142857142856,0.7673142857142856,0.7673142857142856,0.7648058612274958,0.7648058612274957,0.6121349264225457
12.0,0.7727999999999999,0.7727999999999999,0.777678384160647,0.7776783841606472,0.7727999999999999,0.7727999999999999,0.7727999999999999,0.7727999999999999,0.7698031526046297,0.7698031526046298,0.6048313382825896
13.0,0.7781428571428572,0.7781428571428572,0.7811776108798891,0.7811776108798891,0.7781428571428572,0.7781428571428572,0.7781428571428572,0.7781428571428572,0.77266470769969,0.77266470769969,0.5961823238357561
14.0,0.7762857142857141,0.7762857142857141,0.7771931404959606,0.7771931404959607,0.7762857142857141,0.7762857142857141,0.7762857142857141,0.7762857142857141,0.7691696215994375,0.7691696215994375,0.5960914181519861
15.0,0.7792000000000001,0.7792000000000001,0.7796278833540661,0.7796278833540662,0.7792000000000001,0.7792,0.7792000000000001,0.7792000000000001,0.7719624705943431,0.7719624705943433,0.5866855572892107
16.0,0.7882571428571429,0.7882571428571429,0.7875485730294142,0.7875485730294141,0.7882571428571429,0.7882571428571428,0.7882571428571429,0.788257142857143,0.7846156011710318,0.7846156011710317,0.5713074431843953
17.0,0.7859142857142858,0.7859142857142858,0.7918402136084802,0.7918402136084802,0.7859142857142858,0.7859142857142857,0.7859142857142858,0.7859142857142858,0.7842283066429336,0.7842283066429336,0.5694372832502949
18.0,0.7842857142857144,0.7842857142857144,0.788573133832864,0.7885731338328638,0.7842857142857144,0.7842857142857144,0.7842857142857144,0.7842857142857141,0.7791635292085699,0.7791635292085698,0.5778456003970752
19.0,0.7849714285714287,0.7849714285714287,0.7921347023497092,0.7921347023497092,0.7849714285714287,0.7849714285714285,0.7849714285714287,0.7849714285714287,0.7794438460104065,0.7794438460104066,0.5742380147383093
20.0,0.7843857142857142,0.7843857142857142,0.791521260162632,0.791521260162632,0.7843857142857142,0.7843857142857145,0.7843857142857142,0.7843857142857142,0.7765551511950293,0.7765551511950292,0.5738770409806133
21.0,0.7874857142857142,0.7874857142857142,0.792932105294236,0.792932105294236,0.7874857142857142,0.7874857142857142,0.7874857142857142,0.7874857142857142,0.7815444494616288,0.7815444494616289,0.560572026704
22.0,0.7912285714285714,0.7912285714285714,0.7990644101139223,0.7990644101139224,0.7912285714285714,0.7912285714285715,0.7912285714285714,0.7912285714285714,0.7887583619497753,0.7887583619497752,0.5587476784507978
23.0,0.7913,0.7913,0.7992224390593518,0.7992224390593518,0.7913,0.7913,0.7913,0.7913,0.7869773517032316,0.7869773517032315,0.5568424264862112
24.0,0.8030714285714285,0.8030714285714285,0.8051327062869118,0.8051327062869118,0.8030714285714285,0.8030714285714285,0.8030714285714285,0.8030714285714285,0.799295095765619,0.799295095765619,0.5284407459029324
25.0,0.8026000000000002,0.8026000000000002,0.8024337702683167,0.8024337702683167,0.8026000000000002,0.8026,0.8026000000000002,0.8026000000000002,0.7991500821360906,0.7991500821360907,0.5310317824148153
26.0,0.8025428571428572,0.8025428571428572,0.8054620535273076,0.8054620535273076,0.8025428571428572,0.8025428571428572,0.8025428571428572,0.8025428571428572,0.7996914334953329,0.7996914334953329,0.5346248485998477
27.0,0.8058285714285714,0.8058285714285714,0.8067654576328774,0.8067654576328774,0.8058285714285714,0.8058285714285714,0.8058285714285714,0.8058285714285714,0.8036040542952649,0.8036040542952649,0.5229991704225541
28.0,0.8073571428571429,0.8073571428571429,0.8085147172705067,0.8085147172705067,0.8073571428571429,0.8073571428571429,0.8073571428571429,0.8073571428571429,0.8043187234040048,0.8043187234040048,0.520187838545673
29.0,0.8041428571428572,0.8041428571428572,0.8111907298617556,0.8111907298617556,0.8041428571428572,0.8041428571428572,0.8041428571428572,0.8041428571428572,0.8024199289082083,0.8024199289082083,0.5312695908219848
30.0,0.8068714285714286,0.8068714285714286,0.8095730152367675,0.8095730152367674,0.8068714285714286,0.8068714285714286,0.8068714285714286,0.8068714285714286,0.8031427852819288,0.8031427852819288,0.5214246084700982
31.0,0.8042285714285715,0.8042285714285715,0.8114424849775214,0.8114424849775214,0.8042285714285715,0.8042285714285715,0.8042285714285715,0.8042285714285715,0.8023568624203851,0.8023568624203851,0.5263182776159347
32.0,0.8080714285714287,0.8080714285714287,0.8115555071295869,0.8115555071295869,0.8080714285714287,0.8080714285714287,0.8080714285714287,0.8080714285714287,0.8043461510572951,0.8043461510572951,0.5165418090885633
33.0,0.8093,0.8093,0.8136047159649544,0.8136047159649547,0.8093,0.8093,0.8093,0.8093,0.8082321025905272,0.8082321025905272,0.512435017124703
34.0,0.8150999999999999,0.8150999999999999,0.8150903716403597,0.8150903716403597,0.8150999999999999,0.8150999999999999,0.8150999999999999,0.8151000000000002,0.8116693496637133,0.8116693496637133,0.5021847329047173
35.0,0.8120428571428573,0.8120428571428573,0.8167668653266034,0.8167668653266034,0.8120428571428573,0.8120428571428571,0.8120428571428573,0.8120428571428573,0.8115598114722147,0.8115598114722145,0.505121652285258
36.0,0.8143285714285714,0.8143285714285714,0.8178810973628321,0.8178810973628321,0.8143285714285714,0.8143285714285714,0.8143285714285714,0.8143285714285714,0.8134410842403319,0.8134410842403319,0.504563978845126
37.0,0.8139857142857142,0.8139857142857142,0.8189046392305146,0.8189046392305146,0.8139857142857142,0.8139857142857144,0.8139857142857142,0.8139857142857142,0.8130741530282777,0.8130741530282775,0.5008396094248175
38.0,0.8159571428571428,0.8159571428571428,0.8169345601671465,0.8169345601671465,0.8159571428571428,0.8159571428571427,0.8159571428571428,0.8159571428571428,0.8134821868714106,0.8134821868714106,0.49791154688623945
39.0,0.8123714285714285,0.8123714285714285,0.8202602671059813,0.8202602671059814,0.8123714285714285,0.8123714285714285,0.8123714285714285,0.8123714285714285,0.8118824997574048,0.8118824997574047,0.5030268504739352
40.0,0.8186857142857142,0.8186857142857142,0.8188559166186502,0.8188559166186502,0.8186857142857142,0.8186857142857142,0.8186857142857142,0.8186857142857142,0.8164526022644365,0.8164526022644365,0.49178973134249854
41.0,0.8168285714285715,0.8168285714285715,0.8200938068093361,0.8200938068093361,0.8168285714285715,0.8168285714285715,0.8168285714285715,0.8168285714285715,0.8151454654578553,0.815145465457855,0.4951322025223955
42.0,0.8200857142857142,0.8200857142857142,0.8204066631925855,0.8204066631925855,0.8200857142857142,0.8200857142857144,0.8200857142857142,0.8200857142857142,0.8171880825043798,0.8171880825043798,0.49078534133902424
43.0,0.8174285714285714,0.8174285714285714,0.8200198693057705,0.8200198693057705,0.8174285714285714,0.8174285714285714,0.8174285714285714,0.8174285714285714,0.8151454566672551,0.8151454566672551,0.4942390585326713
44.0,0.8162,0.8162,0.8216505189893448,0.8216505189893448,0.8162,0.8162,0.8162,0.8162,0.8149651803587341,0.8149651803587341,0.4968113329448657
45.0,0.816857142857143,0.816857142857143,0.8205973259159952,0.8205973259159952,0.816857142857143,0.8168571428571427,0.816857142857143,0.816857142857143,0.814125773683101,0.8141257736831011,0.49418289992090775
46.0,0.8183857142857143,0.8183857142857143,0.8207864903854073,0.8207864903854073,0.8183857142857143,0.8183857142857143,0.8183857142857143,0.8183857142857143,0.815809366091246,0.815809366091246,0.4920348349227209
47.0,0.8170142857142858,0.8170142857142858,0.8211135252761202,0.8211135252761202,0.8170142857142858,0.8170142857142857,0.8170142857142858,0.8170142857142858,0.8148333260553755,0.8148333260553757,0.49874268594669974
48.0,0.8228142857142856,0.8228142857142856,0.8237647349785473,0.8237647349785473,0.8228142857142856,0.8228142857142856,0.8228142857142856,0.8228142857142856,0.8211940998292899,0.8211940998292901,0.4812565392010833
49.0,0.8180142857142858,0.8180142857142858,0.8188445944509983,0.8188445944509983,0.8180142857142858,0.8180142857142858,0.8180142857142858,0.8180142857142858,0.8129590204566519,0.8129590204566519,0.4887300566587275
50.0,0.8243571428571428,0.8243571428571428,0.8234965132677047,0.8234965132677046,0.8243571428571428,0.8243571428571428,0.8243571428571428,0.8243571428571428,0.820905590461031,0.820905590461031,0.48008913450861634
51.0,0.8198142857142857,0.8198142857142857,0.8230333807747392,0.8230333807747392,0.8198142857142857,0.8198142857142857,0.8198142857142857,0.8198142857142857,0.8155972291709975,0.8155972291709975,0.48526151759983743
52.0,0.8164285714285713,0.8164285714285713,0.8242331854433118,0.824233185443312,0.8164285714285713,0.8164285714285715,0.8164285714285713,0.8164285714285713,0.8161127368020822,0.8161127368020823,0.487779946264611
53.0,0.8225428571428571,0.8225428571428571,0.8262940695490695,0.8262940695490695,0.8225428571428571,0.8225428571428571,0.8225428571428571,0.8225428571428571,0.8194134524371526,0.8194134524371528,0.4820462950968851
54.0,0.8252,0.8252,0.8288540812479109,0.828854081247911,0.8252,0.8252,0.8252,0.8252,0.8243337483375426,0.8243337483375426,0.47513612119574516
55.0,0.8270714285714286,0.8270714285714286,0.8275215418950266,0.8275215418950266,0.8270714285714286,0.8270714285714286,0.8270714285714286,0.8270714285714286,0.8252461972035485,0.8252461972035483,0.47011333655004633
56.0,0.8207857142857143,0.8207857142857143,0.8243997154684072,0.8243997154684072,0.8207857142857143,0.8207857142857143,0.8207857142857143,0.8207857142857143,0.8193458829351428,0.8193458829351428,0.4809172315684628
57.0,0.8234999999999999,0.8234999999999999,0.8246896702252707,0.8246896702252707,0.8234999999999999,0.8235000000000001,0.8234999999999999,0.8234999999999999,0.8208288521038118,0.8208288521038117,0.4758963148071341
58.0,0.8286000000000001,0.8286000000000001,0.8286480269575375,0.8286480269575375,0.8286000000000001,0.8286,0.8286000000000001,0.8286000000000001,0.8249709561524264,0.8249709561524264,0.46523644381189994
59.0,0.8224571428571428,0.8224571428571428,0.8253321878175914,0.8253321878175914,0.8224571428571428,0.8224571428571428,0.8224571428571428,0.8224571428571428,0.8202114743635557,0.8202114743635557,0.4762371231159664
